TIME,RNET,G0,Gstor,H,LE,H_spec_corr,LE_spec_corr,HA_T,VA_T,VFD_T
2021-09-07 00:00,-34.5028105645654,-17.4150861853541,-4.66380626068374,-11.2255560752438,9.83582570328055,-11.2255560752438,9.83582570328055,15.077791525037,-0.407775646690805,-12.3071235711406
2021-09-07 00:30,-33.9129349120988,-17.4861827125622,-4.01187635327634,-10.8112060280859,10.2264622445004,-10.8112060280859,10.2264622445004,24.7031203029559,-0.380387428292382,-14.9120812278102
2021-09-07 01:00,-34.9970798377086,-17.5571744119942,-3.75726371082626,-9.29823940304406,8.67358062580054,-9.29823940304406,8.67358062580054,NaN,1.60550869927884,6.52875856964973
2021-09-07 01:30,-37.0821049490887,-17.5078648294952,-3.8073605603039,-13.6475629632392,11.6083074897253,-13.6475629632392,11.6083074897253,NaN,-2.95500619447048,-2.17720608349265
2021-09-07 02:00,-35.65860989333,-17.7783261010358,-3.34957385327629,-13.6100949612594,11.5477357641,-13.6100949612594,11.5477357641,NaN,-7.50334777816502,-3.25941145825823
2021-09-07 02:30,-38.8152365892292,-18.0075977257067,-3.09960565527071,-9.36987771736311,6.4762384635975,-9.36987771736311,6.4762384635975,NaN,-1.01421861357145,9.5947371450175
2021-09-07 03:00,-39.6174461584926,-17.9849191559012,-3.04961201566951,-13.9819576124762,10.6848089171014,-13.9819576124762,10.6848089171014,39.4801595156001,-0.782935933556853,6.45825251326603
2021-09-07 03:30,-38.01438307539,-18.2894323629643,-2.74681190645769,-17.6398731404419,14.6263110612301,-17.6398731404419,14.6263110612301,NaN,0.30191646063988,-2.75433661299512
2021-09-07 04:00,-35.6261255801838,-18.4858632784994,-2.7439736348528,-13.0635278475522,11.5719468835427,-13.0635278475522,11.5719468835427,13.9277222607773,-3.75352430043953,0.610869275664109
2021-09-07 04:30,-33.4749706765175,-18.2027038952321,-1.84594589981009,-12.7555820502687,10.0660528663504,-12.7555820502687,10.0660528663504,16.956162516519,0.489896440667396,7.1045321475646
2021-09-07 05:00,-34.8014679361576,-18.3821061793294,-2.6441927754036,-3.39092012972471,2.40193803125659,-3.39092012972471,2.40193803125659,3.04089304287123,0.265336065260653,4.78980208723842
