TIME,RNET,G0,Gstor,H,LE,H_spec_corr,LE_spec_corr,HA_T,HA_Q,VA_T,VFD_T
2022-07-16 00:00,-48.7298587749169,-21.1973727892496,-6.67653862060776,3.40777260387669,0.0855675548538139,3.40777260387669,0.0855675548538139,6.04267922052996,12.71881218827,6.43772321699322,2.9172541310828
2022-07-16 00:30,-47.7531161247603,-21.4653520071878,-6.0326074786325,-0.817406518119994,-5.24726493472895,-0.817406518119994,-5.24726493472895,-0.198385149411384,5.77497631277383,0.19746177832602,12.3608249788644
2022-07-16 01:00,-46.9519593684534,-21.8030906622495,-5.55382910731244,5.26008361607866,-1.67546322007066,5.26008361607866,-1.67546322007066,-0.532544099590919,9.87547496584107,0.897697584060353,25.426059606044
2022-07-16 01:30,-45.444146026796,-22.1206007557984,-5.06958061253569,-4.63994374338647,-1.9861147803215,-4.63994374338647,-1.9861147803215,NaN,NaN,1.50562277871805,-35.1351799979176
2022-07-16 02:00,-43.7772591005848,-22.4813426999183,-5.01091734330476,-3.08373319625429,-3.52854223482885,-3.08373319625429,-3.52854223482885,NaN,NaN,-1.28851050450621,-25.1064493502542
2022-07-16 02:30,-41.4400165994721,-23.6304771219642,-4.77230223171898,0.828842258400776,-5.31055201830986,0.828842258400776,-5.31055201830986,-3.80496715867477,2.74713981565529,-1.95265363425466,23.7398385117935
2022-07-16 03:00,-42.6235589333754,-23.8061185046641,-4.24734898622982,-0.110483606247764,-4.73558579881192,-0.110483606247764,-4.73558579881192,-8.32522202808955,3.24483258739071,-3.17454538060688,12.2311810531894
2022-07-16 03:30,-42.275940797241,-23.992266525179,-4.24275614672355,-0.986949055589755,-4.2337793662404,-0.986949055589755,-4.2337793662404,-5.13046893316727,2.49243782099598,-2.39520641735174,-2.11998947376074
2022-07-16 04:00,-42.832152058789,-24.2625367954493,-4.14292368233622,-2.13096280059434,-3.82963261620029,-2.13096280059434,-3.82963261620029,-5.35880577237467,5.92492970296397,0.085559741275112,-3.94432278227233
2022-07-16 04:30,-40.8514177706675,-24.3208303831546,-3.80545660018992,-0.568943822231623,-4.08544615191887,-0.568943822231623,-4.08544615191887,-13.7378617514426,2.99464805577175,-0.582147349101456,3.60352265420497
2022-07-16 05:00,-20.615821950944,-23.5739776729897,-2.28079692307693,-4.13057015647428,-4.1384917967201,-4.13057015647428,-4.1384917967201,-10.2278965810562,7.36931814329309,-1.36310792911034,-0.0877773642910647
2022-07-16 05:30,20.1895096036489,-21.0427823613483,0.997848653846107,-5.76454485905652,11.1695368215705,-5.76454485905652,11.1695368215705,-7.44884958090111,16.2257929453903,-3.01745312813382,-12.4227423441273
2022-07-16 06:00,76.0471208254667,-13.8258964415504,4.28113867521369,16.7471727578368,38.8662466677328,16.7471727578368,38.8662466677328,-7.87606177774915,17.5788100129195,10.8222050942236,4.55583502537867
2022-07-16 06:30,141.268459741206,-9.54337159928762,6.13629876780631,44.3275502240496,55.7396898162941,44.3275502240496,55.7396898162941,7.1309627959023,43.7004518958595,43.2421050103977,-3.36710203558043
2022-07-16 07:00,209.475891452805,-5.29027704297105,7.29372685897428,54.7014478943334,65.7895031098696,54.7014478943334,65.7895031098696,12.1601395141407,49.8686799773638,68.0566363815028,-35.0611340970605
2022-07-16 07:30,272.655859641043,-0.592966133062077,11.7875865123457,96.5961653022874,87.2390795146226,96.5961653022874,87.2390795146226,12.0706836581779,43.1590859979031,95.5710550286639,-18.0272800850725
2022-07-16 08:00,334.023313970126,4.78922323103123,14.7145851946819,141.093642624809,109.408229385733,141.093642624809,109.408229385733,12.5390456921,23.3011073401188,148.000714207003,-1.83454942140602
2022-07-16 08:30,388.482540547347,11.0012405174265,19.8641534615384,121.561511105144,86.0649781498177,121.561511105144,86.0649781498177,1.82926062315458,19.0468302535981,86.872820183629,-34.7061245700135
2022-07-16 09:00,437.321034841236,19.352165507905,21.0609045156696,182.199457333117,116.602854040846,182.199457333117,116.602854040846,0.691742200206957,34.4710759241831,121.17379354813,-11.9811421622225
2022-07-16 09:30,478.86711916871,29.3746986295807,22.865319985755,175.252158614238,137.280697747248,175.252158614238,137.280697747248,6.88372962091688,39.2173394999523,156.561777336429,-15.1360662059866
2022-07-16 10:00,516.361592260043,38.6746575917563,22.0426986111111,198.167224348941,162.487054845564,199.905027387753,205.50676352629,-11.073961847982,51.1634761436016,NaN,-43.3913523004966
2022-07-16 10:30,544.767922093335,49.3083643014779,19.2175049264007,201.496821604552,187.442692058425,203.26382313594,237.069599348662,10.2311118923135,36.3095075856348,NaN,-11.5701559088286
2022-07-16 11:00,560.007476394186,62.7762694109232,20.3524047507123,204.074290290716,185.227038609477,205.863894615931,234.267334455487,10.369674556593,34.6755570403835,NaN,-7.74376503895747
2022-07-16 11:30,570.720132998604,73.1615592673432,18.4779559567901,220.726532576588,179.716393231323,222.662166687216,227.297702950491,-5.20054940610232,62.5515321351505,NaN,-16.9188507701138
2022-07-16 12:00,568.26715004254,80.3497312472105,20.1165477920229,206.334491124308,186.916128464608,208.143916002038,236.403623957214,9.11963383208032,58.2190484481544,155.932782999376,19.6497702123298
2022-07-16 12:30,558.459561996223,86.8407808208508,24.4364764126305,213.866158167496,231.178205668264,215.741631070665,292.384429577203,9.9510260704711,73.4886005219787,115.61470279757,11.4958945441182
2022-07-16 13:00,538.261053401051,90.1239242266176,21.1594706481481,162.048457758686,166.922145756417,163.469521727529,211.116079172392,-0.533165535040759,37.533116805093,23.7199765176684,-40.4392774573439
2022-07-16 13:30,512.587480175762,91.3099392704047,15.9812616405508,162.009868060556,177.565254354069,163.4305936218,224.577033362504,18.8898066489512,59.942701154729,66.5983082420362,14.3513767197392
